herc_region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
Northwest,2020-03-17,1,NA,580045,Northwest,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Northwest,2020-03-18,1,NA,580045,Northwest,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Northwest,2020-03-19,3,NA,580045,Northwest,NA,NA,NA,NA,NA,2,NA,NA,0.00344800834418019,NA
Northwest,2020-03-20,8,NA,580045,Northwest,NA,NA,NA,NA,NA,5,NA,NA,0.00862002086045048,NA
Northwest,2020-03-21,9,NA,580045,Northwest,NA,NA,NA,NA,NA,1,NA,NA,0.0017240041720901,NA
Northwest,2020-03-22,11,NA,580045,Northwest,10,NA,NA,0.00246286310298585,NA,2,NA,NA,0.00344800834418019,NA
Northwest,2020-03-23,15,NA,580045,Northwest,14,NA,NA,0.00344800834418019,NA,4,NA,NA,0.00689601668836039,NA
Northwest,2020-03-24,18,NA,580045,Northwest,17,NA,NA,0.00418686727507595,NA,3,NA,NA,0.00517201251627029,NA
Northwest,2020-03-25,19,NA,580045,Northwest,18,NA,NA,0.00443315358537453,NA,1,NA,NA,0.0017240041720901,NA
Northwest,2020-03-26,20,NA,580045,Northwest,17,NA,NA,0.00418686727507595,NA,1,NA,NA,0.0017240041720901,NA
Northwest,2020-03-27,27,NA,580045,Northwest,19,NA,NA,0.00467943989567312,NA,7,NA,NA,0.0120680292046307,NA
Northwest,2020-03-28,29,NA,580045,Northwest,20,NA,NA,0.0049257262059717,NA,2,NA,NA,0.00344800834418019,NA
Northwest,2020-03-29,33,NA,580045,Northwest,22,NA,NA,0.00541829882656888,NA,4,NA,NA,0.00689601668836039,NA
Northwest,2020-03-30,38,1584,580045,Northwest,23,NA,NA,0.00566458513686746,NA,5,NA,NA,0.00862002086045048,NA
Northwest,2020-03-31,43,1784,580045,Northwest,25,NA,NA,0.00615715775746463,NA,5,200,0.025,0.00862002086045048,0.344800834418019
Northwest,2020-04-01,48,1940,580045,Northwest,29,NA,NA,0.00714230299865897,NA,5,156,0.032051282051282,0.00862002086045048,0.268944650846055
Northwest,2020-04-02,51,2029,580045,Northwest,31,NA,NA,0.00763487561925614,NA,3,89,0.0337078651685393,0.00517201251627029,0.153436371316019
Northwest,2020-04-03,63,2453,580045,Northwest,36,NA,NA,0.00886630717074907,NA,12,424,0.0283018867924528,0.0206880500650812,0.730977768966201
Northwest,2020-04-04,67,2708,580045,Northwest,38,NA,NA,0.00935887979134624,NA,4,255,0.0156862745098039,0.00689601668836039,0.439621063882975
Northwest,2020-04-05,74,2968,580045,Northwest,41,NA,NA,0.010097738722242,NA,7,260,0.0269230769230769,0.0120680292046307,0.448241084743425
Northwest,2020-04-06,74,3156,580045,Northwest,36,1572,0.0229007633587786,0.00886630717074907,0.387162079789376,0,188,0,0,0.324112784352938
Northwest,2020-04-07,74,3251,580045,Northwest,31,1467,0.0211315610088616,0.00763487561925614,0.361302017208025,0,95,0,0,0.163780396348559
Northwest,2020-04-08,77,3454,580045,Northwest,29,1514,0.0191545574636724,0.00714230299865897,0.372877473792058,3,203,0.0147783251231527,0.00517201251627029,0.34997284693429
Northwest,2020-04-09,79,3605,580045,Northwest,28,1576,0.0177664974619289,0.00689601668836039,0.38814722503057,2,151,0.0132450331125828,0.00344800834418019,0.260324629985605
Northwest,2020-04-10,83,3917,580045,Northwest,20,1464,0.0136612021857923,0.0049257262059717,0.360563158277129,4,312,0.0128205128205128,0.00689601668836039,0.53788930169211
Northwest,2020-04-11,85,4090,580045,Northwest,18,1382,0.0130246020260492,0.00443315358537453,0.340367680832645,2,173,0.0115606936416185,0.00344800834418019,0.298252721771587
Northwest,2020-04-12,91,4284,580045,Northwest,17,1316,0.0129179331306991,0.00418686727507595,0.324112784352938,6,194,0.0309278350515464,0.0103440250325406,0.334456809385479
Northwest,2020-04-13,92,4419,580045,Northwest,18,1263,0.0142517814726841,0.00443315358537453,0.311059609907113,1,135,0.00740740740740741,0.0017240041720901,0.232740563232163
Northwest,2020-04-14,94,4564,580045,Northwest,20,1313,0.0152322924600152,0.0049257262059717,0.323373925422042,2,145,0.0137931034482759,0.00344800834418019,0.249980604953064
Northwest,2020-04-15,94,4709,580045,Northwest,17,1255,0.0135458167330677,0.00418686727507595,0.309089319424724,0,145,0,0,0.249980604953064
Northwest,2020-04-16,96,4878,580045,Northwest,17,1273,0.0133542812254517,0.00418686727507595,0.313522473010099,2,169,0.0118343195266272,0.00344800834418019,0.291356705083226
Northwest,2020-04-17,97,5073,580045,Northwest,14,1156,0.0121107266435986,0.00344800834418019,0.284706974705165,1,195,0.00512820512820513,0.0017240041720901,0.336180813557569
Northwest,2020-04-18,99,5285,580045,Northwest,14,1195,0.0117154811715481,0.00344800834418019,0.294312140806809,2,212,0.00943396226415094,0.00344800834418019,0.3654888844831
Northwest,2020-04-19,99,5371,580045,Northwest,8,1087,0.00735970561177553,0.00197029048238868,0.267713219294562,0,86,0,0,0.148264358799748
Northwest,2020-04-20,99,5458,580045,Northwest,7,1039,0.00673724735322425,0.0017240041720901,0.25589147640023,0,87,0,0,0.149988362971838
Northwest,2020-04-21,100,5644,580045,Northwest,6,1080,0.00555555555555556,0.00147771786179151,0.265989215122472,1,186,0.00537634408602151,0.0017240041720901,0.320664776008758
Northwest,2020-04-22,102,5887,580045,Northwest,8,1178,0.0067911714770798,0.00197029048238868,0.290125273531733,2,243,0.00823045267489712,0.00344800834418019,0.418933013817893
Northwest,2020-04-23,104,6075,580045,Northwest,8,1197,0.00668337510442774,0.00197029048238868,0.294804713427406,2,188,0.0106382978723404,0.00344800834418019,0.324112784352938
Northwest,2020-04-24,104,6319,580045,Northwest,7,1246,0.00561797752808989,0.0017240041720901,0.306872742632037,0,244,0,0,0.420657017989984
Northwest,2020-04-25,105,6519,580045,Northwest,6,1234,0.00486223662884927,0.00147771786179151,0.303917306908454,1,200,0.005,0.0017240041720901,0.344800834418019
Northwest,2020-04-26,108,6706,580045,Northwest,9,1335,0.00674157303370787,0.00221657679268727,0.328792224248611,3,187,0.0160427807486631,0.00517201251627029,0.322388780180848
Northwest,2020-04-27,108,6919,580045,Northwest,9,1461,0.00616016427104723,0.00221657679268727,0.359824299346233,0,213,0,0,0.367212888655191
Northwest,2020-04-28,111,7044,580045,Northwest,11,1400,0.00785714285714286,0.00270914941328444,0.344800834418019,3,125,0.024,0.00517201251627029,0.215500521511262
Northwest,2020-04-29,112,7220,580045,Northwest,10,1333,0.00750187546886722,0.00246286310298585,0.328299651628014,1,176,0.00568181818181818,0.0017240041720901,0.303424734287857
Northwest,2020-04-30,117,7508,580045,Northwest,13,1433,0.00907187718073971,0.00320172203388161,0.352928282657873,5,288,0.0173611111111111,0.00862002086045048,0.496513201561948
Northwest,2020-05-01,118,7743,580045,Northwest,14,1424,0.0098314606741573,0.00344800834418019,0.350711705865185,1,235,0.00425531914893617,0.0017240041720901,0.405140980441173
Northwest,2020-05-02,126,7987,580045,Northwest,21,1468,0.0143051771117166,0.00517201251627029,0.361548303518323,8,244,0.0327868852459016,0.0137920333767208,0.420657017989984
Northwest,2020-05-03,134,8205,580045,Northwest,26,1499,0.0173448965977318,0.00640344406776322,0.369183179137579,8,218,0.036697247706422,0.0137920333767208,0.375832909515641
Northwest,2020-05-04,142,8504,580045,Northwest,34,1585,0.0214511041009464,0.0083737345501519,0.390363801823258,8,299,0.0267558528428094,0.0137920333767208,0.515477247454939
Northwest,2020-05-05,146,8729,580045,Northwest,35,1685,0.0207715133531157,0.00862002086045048,0.414992432853116,4,225,0.0177777777777778,0.00689601668836039,0.387900938720272
Northwest,2020-05-06,155,9187,580045,Northwest,43,1967,0.0218607015760041,0.0105903113428392,0.484445172357317,9,458,0.0196506550218341,0.0155160375488109,0.789593910817264
Northwest,2020-05-07,159,9562,580045,Northwest,42,2054,0.0204479065238559,0.0103440250325406,0.505872081353294,4,375,0.0106666666666667,0.00689601668836039,0.646501564533786
Northwest,2020-05-08,168,10073,580045,Northwest,50,2330,0.0214592274678112,0.0123143155149293,0.573847102995704,9,511,0.0176125244618395,0.0155160375488109,0.880966131938039
Northwest,2020-05-09,176,10635,580045,Northwest,50,2648,0.0188821752265861,0.0123143155149293,0.652166149670654,8,562,0.0142348754448399,0.0137920333767208,0.968890344714634
Northwest,2020-05-10,177,11138,580045,Northwest,43,2933,0.0146607569041937,0.0105903113428392,0.72235774810575,1,503,0.00198807157057654,0.0017240041720901,0.867174098561318
Northwest,2020-05-11,184,11449,580045,Northwest,42,2945,0.0142614601018676,0.0103440250325406,0.725313183829334,7,311,0.022508038585209,0.0120680292046307,0.53616529752002
Northwest,2020-05-12,191,12040,580045,Northwest,45,3311,0.013591060102688,0.0110828839634363,0.815453973398616,7,591,0.011844331641286,0.0120680292046307,1.01888646570525
Northwest,2020-05-13,202,12705,580045,Northwest,47,3518,0.0133598635588402,0.0115754565840335,0.866435239630423,11,665,0.0165413533834586,0.0189640458929911,1.14646277443991
Northwest,2020-05-14,213,13456,580045,Northwest,54,3894,0.0138674884437596,0.0132994607561236,0.959038892302691,11,751,0.014647137150466,0.0189640458929911,1.29472713323966
Northwest,2020-05-15,220,13854,580045,Northwest,52,3781,0.0137529754033325,0.0128068881355264,0.931208539238951,7,398,0.0175879396984925,0.0120680292046307,0.686153660491858
Northwest,2020-05-16,225,14282,580045,Northwest,49,3647,0.0134357005758157,0.0120680292046307,0.89820617365894,5,428,0.0116822429906542,0.00862002086045048,0.737873785654561
Northwest,2020-05-17,234,14662,580045,Northwest,57,3524,0.0161748013620885,0.0140383196870194,0.867912957492214,9,380,0.0236842105263158,0.0155160375488109,0.655121585394237
Northwest,2020-05-18,246,15031,580045,Northwest,62,3582,0.0173087660524846,0.0152697512385123,0.882197563489532,12,369,0.032520325203252,0.0206880500650812,0.636157539501246
Northwest,2020-05-19,256,15380,580045,Northwest,65,3340,0.0194610778443114,0.016008610169408,0.822596276397275,10,349,0.0286532951289398,0.017240041720901,0.601677456059444
Northwest,2020-05-20,268,15748,580045,Northwest,66,3043,0.0216891225764049,0.0162548964797066,0.749449242238595,12,368,0.0326086956521739,0.0206880500650812,0.634433535329155
Northwest,2020-05-21,289,16266,580045,Northwest,76,2810,0.0270462633451957,0.0187177595826925,0.692064531939024,21,518,0.0405405405405405,0.036204087613892,0.89303416114267
Northwest,2020-05-22,308,17067,580045,Northwest,88,3213,0.0273887332710862,0.0216731953062755,0.791317914989354,19,801,0.0237203495630462,0.0327560792697118,1.38092734184417
Northwest,2020-05-23,327,17604,580045,Northwest,102,3322,0.0307043949428055,0.0251212036504557,0.8181631228119,19,537,0.0353817504655493,0.0327560792697118,0.925790240412382
Northwest,2020-05-24,341,17937,580045,Northwest,107,3275,0.0326717557251908,0.0263526352019486,0.806587666227866,14,333,0.042042042042042,0.0241360584092613,0.574093389306002
Northwest,2020-05-25,350,18464,580045,Northwest,104,3433,0.0302942033207107,0.0256137762710529,0.845500903255043,9,527,0.0170777988614801,0.0155160375488109,0.908550198691481
Northwest,2020-05-26,355,18838,580045,Northwest,99,3458,0.0286292654713707,0.0243823447195599,0.851658061012508,5,374,0.0133689839572193,0.00862002086045048,0.644777560361696
Northwest,2020-05-27,361,19368,580045,Northwest,93,3620,0.0256906077348066,0.0229046268577684,0.891556443280878,6,530,0.0113207547169811,0.0103440250325406,0.913722211207751
Northwest,2020-05-28,367,20166,580045,Northwest,78,3900,0.02,0.0192103322032896,0.960516610164482,6,798,0.0075187969924812,0.0103440250325406,1.3757553293279
Northwest,2020-05-29,382,21271,580045,Northwest,74,4204,0.0176022835394862,0.0182251869620953,1.03538764849525,15,1105,0.0135746606334842,0.0258600625813514,1.90502461015956
Northwest,2020-05-30,391,21887,580045,Northwest,64,4283,0.0149427971048331,0.0157623238591095,1.05484426700884,9,616,0.0146103896103896,0.0155160375488109,1.0619865700075
Northwest,2020-05-31,396,22320,580045,Northwest,55,4383,0.0125484827743555,0.0135457470664222,1.0794728980387,5,433,0.0115473441108545,0.00862002086045048,0.746493806515012
Northwest,2020-06-01,410,22759,580045,Northwest,60,4295,0.0139697322467986,0.0147771786179151,1.05779970273242,14,439,0.0318906605922551,0.0241360584092613,0.756837831547552
Northwest,2020-06-02,420,24036,580045,Northwest,65,5198,0.0125048095421316,0.016008610169408,1.28019624093205,10,1277,0.00783085356303837,0.017240041720901,2.20155332775905
Northwest,2020-06-03,426,25205,580045,Northwest,65,5837,0.0111358574610245,0.016008610169408,1.43757319321284,6,1169,0.00513259195893926,0.0103440250325406,2.01536087717332
Northwest,2020-06-04,438,25989,580045,Northwest,71,5823,0.0121930276489782,0.0174863280311995,1.43412518486866,12,784,0.0153061224489796,0.0206880500650812,1.35161927091864
Northwest,2020-06-05,448,26811,580045,Northwest,66,5540,0.011913357400722,0.0162548964797066,1.36442615905416,10,822,0.0121654501216545,0.017240041720901,1.41713142945806
Northwest,2020-06-06,458,27644,580045,Northwest,67,5757,0.0116380059058537,0.0165011827900052,1.41787028838895,10,833,0.0120048019207683,0.017240041720901,1.43609547535105
Northwest,2020-06-07,461,28392,580045,Northwest,65,6072,0.0107048748353096,0.016008610169408,1.49545047613301,3,748,0.00401069518716578,0.00517201251627029,1.28955512072339
Northwest,2020-06-08,465,28701,580045,Northwest,55,5942,0.00925614271289128,0.0135457470664222,1.46343325579419,4,309,0.0129449838187702,0.00689601668836039,0.53271728917584
Northwest,2020-06-09,469,29263,580045,Northwest,49,5227,0.00937440214272049,0.0120680292046307,1.2873385439307,4,562,0.00711743772241993,0.00689601668836039,0.968890344714634
Northwest,2020-06-10,476,29981,580045,Northwest,50,4776,0.0104690117252931,0.0123143155149293,1.17626341798604,7,718,0.00974930362116992,0.0120680292046307,1.23783499556069
Northwest,2020-06-11,479,30634,580045,Northwest,41,4645,0.00882669537136706,0.010097738722242,1.14399991133693,3,653,0.00459418070444104,0.00517201251627029,1.12577472437483
Northwest,2020-06-12,492,31446,580045,Northwest,44,4635,0.00949298813376483,0.0108365976531378,1.14153704823394,13,812,0.0160098522167488,0.0224120542371713,1.39989138773716
Northwest,2020-06-13,496,32029,580045,Northwest,38,4385,0.00866590649942988,0.00935887979134624,1.0799654706593,4,583,0.00686106346483705,0.00689601668836039,1.00509443232853
Northwest,2020-06-14,505,32786,580045,Northwest,44,4394,0.0100136549840692,0.0108365976531378,1.08218204745198,9,757,0.011889035667107,0.0155160375488109,1.3050711582722
Northwest,2020-06-15,508,33158,580045,Northwest,43,4457,0.0096477451200359,0.0105903113428392,1.09769808500079,3,372,0.00806451612903226,0.00517201251627029,0.641329552017516
Northwest,2020-06-16,516,33623,580045,Northwest,47,4360,0.0107798165137615,0.0115754565840335,1.07380831290183,8,465,0.0172043010752688,0.0137920333767208,0.801661940021895
Northwest,2020-06-17,519,34387,580045,Northwest,43,4406,0.00975941897412619,0.0105903113428392,1.08513748317557,3,764,0.00392670157068063,0.00517201251627029,1.31713918747683
Northwest,2020-06-18,537,34923,580045,Northwest,58,4289,0.0135229657262765,0.0142846059973179,1.05632198487063,18,536,0.0335820895522388,0.0310320750976217,0.924066236240292
South Central,2020-03-15,6,NA,1213106,South Central,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Central,2020-03-16,10,NA,1213106,South Central,NA,NA,NA,NA,NA,4,NA,NA,0.00329732109147923,NA
South Central,2020-03-17,19,NA,1213106,South Central,NA,NA,NA,NA,NA,9,NA,NA,0.00741897245582826,NA
South Central,2020-03-18,23,NA,1213106,South Central,NA,NA,NA,NA,NA,4,NA,NA,0.00329732109147923,NA
South Central,2020-03-19,32,NA,1213106,South Central,NA,NA,NA,NA,NA,9,NA,NA,0.00741897245582826,NA
South Central,2020-03-20,42,NA,1213106,South Central,NA,NA,NA,NA,NA,10,NA,NA,0.00824330272869807,NA
South Central,2020-03-21,61,NA,1213106,South Central,NA,NA,NA,NA,NA,19,NA,NA,0.0156622751845263,NA
South Central,2020-03-22,74,NA,1213106,South Central,68,NA,NA,0.00800777979359241,NA,13,NA,NA,0.0107162935473075,NA
South Central,2020-03-23,77,NA,1213106,South Central,67,NA,NA,0.00789001832603958,NA,3,NA,NA,0.00247299081860942,NA
South Central,2020-03-24,91,NA,1213106,South Central,72,NA,NA,0.00847882566380373,NA,14,NA,NA,0.0115406238201773,NA
South Central,2020-03-25,116,NA,1213106,South Central,93,NA,NA,0.0109518164824132,NA,25,NA,NA,0.0206082568217452,NA
South Central,2020-03-26,148,NA,1213106,South Central,116,NA,NA,0.0136603302361282,NA,32,NA,NA,0.0263785687318338,NA
South Central,2020-03-27,182,NA,1213106,South Central,140,NA,NA,0.0164866054573961,NA,34,NA,NA,0.0280272292775734,NA
South Central,2020-03-28,214,NA,1213106,South Central,153,NA,NA,0.0180175045355829,NA,32,NA,NA,0.0263785687318338,NA
South Central,2020-03-29,236,NA,1213106,South Central,162,NA,NA,0.0190773577435584,NA,22,NA,NA,0.0181352660031358,NA
South Central,2020-03-30,254,5371,1213106,South Central,177,NA,NA,0.0208437797568508,NA,18,NA,NA,0.0148379449116565,NA
South Central,2020-03-31,271,5708,1213106,South Central,180,NA,NA,0.0211970641595093,NA,17,337,0.0504451038575668,0.0140136146387867,0.277799301957125
South Central,2020-04-01,304,6174,1213106,South Central,188,NA,NA,0.022139155899932,NA,33,466,0.0708154506437768,0.0272028990047036,0.38413790715733
South Central,2020-04-02,324,6549,1213106,South Central,176,NA,NA,0.020726018289298,NA,20,375,0.0533333333333333,0.0164866054573961,0.309123852326178
South Central,2020-04-03,349,7081,1213106,South Central,167,NA,NA,0.0196661650813225,NA,25,532,0.0469924812030075,0.0206082568217452,0.438543705166737
South Central,2020-04-04,367,7391,1213106,South Central,153,NA,NA,0.0180175045355829,NA,18,310,0.0580645161290323,0.0148379449116565,0.25554238458964
South Central,2020-04-05,387,7820,1213106,South Central,151,NA,NA,0.0177819816004773,NA,20,429,0.0466200466200466,0.0164866054573961,0.353637687061147
South Central,2020-04-06,407,8166,1213106,South Central,153,2795,0.0547406082289803,0.0180175045355829,0.329143301810159,20,346,0.0578034682080925,0.0164866054573961,0.285218274412953
South Central,2020-04-07,428,8467,1213106,South Central,157,2759,0.056904675607104,0.0184885504057942,0.324903888978257,21,301,0.0697674418604651,0.0173109357302659,0.248123412133812
South Central,2020-04-08,449,8826,1213106,South Central,145,2652,0.0546757164404223,0.0170754127951603,0.312303411950104,21,359,0.0584958217270195,0.0173109357302659,0.295934567960261
South Central,2020-04-09,465,9168,1213106,South Central,141,2619,0.0538373424971363,0.016604366924949,0.308417283520861,16,342,0.0467836257309941,0.0131892843659169,0.281920953321474
South Central,2020-04-10,484,9521,1213106,South Central,135,2440,0.055327868852459,0.015897798119632,0.287337980828904,19,353,0.0538243626062323,0.0156622751845263,0.290988586323042
South Central,2020-04-11,504,9939,1213106,South Central,137,2548,0.0537676609105181,0.0161333210547377,0.30005621932461,20,418,0.0478468899521531,0.0164866054573961,0.344570054059579
South Central,2020-04-12,520,10262,1213106,South Central,133,2442,0.0544635544635545,0.0156622751845263,0.28757350376401,16,323,0.0495356037151703,0.0131892843659169,0.266258678136948
South Central,2020-04-13,533,10463,1213106,South Central,126,2297,0.0548541575968655,0.0148379449116565,0.27049809096885,13,201,0.0646766169154229,0.0107162935473075,0.165690384846831
South Central,2020-04-14,542,10683,1213106,South Central,114,2216,0.0514440433212996,0.0134248073010226,0.26095941209707,9,220,0.0409090909090909,0.00741897245582826,0.181352660031358
South Central,2020-04-15,559,10982,1213106,South Central,110,2156,0.0510204081632653,0.0129537614308113,0.253893724043901,17,299,0.0568561872909699,0.0140136146387867,0.246474751588072
South Central,2020-04-16,562,11295,1213106,South Central,97,2127,0.0456041372825576,0.0114228623526245,0.250478641484868,3,313,0.00958466453674121,0.00247299081860942,0.25801537540825
South Central,2020-04-17,571,11621,1213106,South Central,87,2100,0.0414285714285714,0.0102452476770962,0.247299081860942,9,326,0.0276073619631902,0.00741897245582826,0.268731668955557
South Central,2020-04-18,589,11971,1213106,South Central,85,2032,0.0418307086614173,0.0100097247419905,0.23929130206735,18,350,0.0514285714285714,0.0148379449116565,0.288515595504432
South Central,2020-04-19,607,12413,1213106,South Central,87,2151,0.0404463040446304,0.0102452476770962,0.253304916706136,18,442,0.0407239819004525,0.0148379449116565,0.364353980608455
South Central,2020-04-20,622,12758,1213106,South Central,89,2295,0.0387799564270153,0.0104807706122018,0.270262568033744,15,345,0.0434782608695652,0.0123649540930471,0.284393944140083
South Central,2020-04-21,643,12971,1213106,South Central,101,2288,0.0441433566433566,0.0118939082228358,0.269438237760874,21,213,0.0985915492957746,0.0173109357302659,0.175582348121269
South Central,2020-04-22,662,13397,1213106,South Central,103,2415,0.0426501035196687,0.0121294311579414,0.284393944140083,19,426,0.0446009389671361,0.0156622751845263,0.351164696242538
South Central,2020-04-23,682,14010,1213106,South Central,120,2715,0.0441988950276243,0.0141313761063395,0.319722384405932,20,613,0.032626427406199,0.0164866054573961,0.505314457269192
South Central,2020-04-24,715,14691,1213106,South Central,144,3070,0.0469055374592834,0.0169576513276075,0.361527705387187,33,681,0.0484581497797357,0.0272028990047036,0.561368915824338
South Central,2020-04-25,758,15314,1213106,South Central,169,3343,0.0505533951540532,0.0199016880164282,0.393676586029109,43,623,0.0690208667736758,0.0354462017334017,0.51355775999789
South Central,2020-04-26,773,15904,1213106,South Central,166,3491,0.0475508450300773,0.0195484036137697,0.411105283226928,15,590,0.0254237288135593,0.0123649540930471,0.486354860993186
South Central,2020-04-27,798,16530,1213106,South Central,176,3772,0.0466595970307529,0.020726018289298,0.444196255609273,25,626,0.0399361022364217,0.0206082568217452,0.516030750816499
South Central,2020-04-28,825,17384,1213106,South Central,182,4413,0.041241785633356,0.021432587094615,0.519681356310637,27,854,0.031615925058548,0.0222569173674848,0.703978053030815
South Central,2020-04-29,845,18560,1213106,South Central,183,5163,0.0354445090063916,0.0215503485621678,0.608002456975259,20,1176,0.0170068027210884,0.0164866054573961,0.969412400894893
South Central,2020-04-30,872,19254,1213106,South Central,190,5244,0.036231884057971,0.0223746788350376,0.617541135847038,27,694,0.0389048991354467,0.0222569173674848,0.572085209371646
South Central,2020-05-01,923,20117,1213106,South Central,208,5426,0.0383339476594176,0.0244943852509885,0.638973722941653,51,863,0.0590961761297798,0.0420408439163601,0.711397025486643
South Central,2020-05-02,959,20817,1213106,South Central,201,5503,0.0365255315282573,0.0236700549781187,0.648041355943221,36,700,0.0514285714285714,0.029675889823313,0.577031191008865
South Central,2020-05-03,990,21434,1213106,South Central,217,5530,0.0392405063291139,0.025554238458964,0.651220915567148,31,617,0.0502431118314425,0.025554238458964,0.508611778360671
South Central,2020-05-04,1026,22100,1213106,South Central,228,5570,0.0409335727109515,0.0268496146020451,0.655931374269261,36,666,0.0540540540540541,0.029675889823313,0.549003961731291
South Central,2020-05-05,1055,22784,1213106,South Central,230,5400,0.0425925925925926,0.0270851375371508,0.63591192478528,29,684,0.0423976608187134,0.0239055779132244,0.563841906642948
South Central,2020-05-06,1083,23657,1213106,South Central,238,5097,0.0466941338041985,0.0280272292775734,0.600230200116772,28,873,0.0320733104238259,0.0230812476403546,0.719640328215341
South Central,2020-05-07,1114,24888,1213106,South Central,242,5634,0.042953496627618,0.0284982751477847,0.663468108192642,31,1231,0.025182778229082,0.025554238458964,1.01475056590273
South Central,2020-05-08,1149,25990,1213106,South Central,226,5873,0.038481185084284,0.0266140916669395,0.691613098937768,35,1102,0.0317604355716878,0.0288515595504432,0.908411960702527
South Central,2020-05-09,1184,26865,1213106,South Central,225,6048,0.037202380952381,0.0264963301993867,0.712221355759513,35,875,0.04,0.0288515595504432,0.721288988761081
South Central,2020-05-10,1211,27654,1213106,South Central,221,6220,0.0355305466237942,0.0260252843291753,0.7324763281786,27,789,0.0342205323193916,0.0222569173674848,0.650396585294278
South Central,2020-05-11,1229,28556,1213106,South Central,203,6456,0.0314436183395291,0.0239055779132244,0.760268034521068,18,902,0.0199556541019956,0.0148379449116565,0.743545906128566
South Central,2020-05-12,1247,29620,1213106,South Central,192,6836,0.0280866003510825,0.0226102017701433,0.805017392191143,18,1064,0.0169172932330827,0.0148379449116565,0.877087410333475
South Central,2020-05-13,1281,30557,1213106,South Central,198,6900,0.028695652173913,0.0233167705754602,0.812554126114524,34,937,0.0362860192102455,0.0280272292775734,0.772397465679009
South Central,2020-05-14,1311,31748,1213106,South Central,197,6860,0.0287172011661808,0.0231990091079074,0.807843667412411,30,1191,0.0251889168765743,0.0247299081860942,0.98177735498794
South Central,2020-05-15,1347,33598,1213106,South Central,198,7608,0.0260252365930599,0.0233167705754602,0.895929245141927,36,1850,0.0194594594594595,0.029675889823313,1.52501100480914
South Central,2020-05-16,1387,34584,1213106,South Central,203,7719,0.0262987433605389,0.0239055779132244,0.909000768040291,40,986,0.0405679513184584,0.0329732109147923,0.81278964904963
South Central,2020-05-17,1429,35921,1213106,South Central,218,8267,0.0263699044393371,0.0256719999265168,0.973534052259242,42,1337,0.031413612565445,0.0346218714605319,1.10212957482693
South Central,2020-05-18,1441,36666,1213106,South Central,212,8110,0.0261405672009864,0.0249654311211999,0.955045501853448,12,745,0.0161073825503356,0.00989196327443768,0.614126053288006
South Central,2020-05-19,1454,37385,1213106,South Central,207,7765,0.0266580811332904,0.0243766237834357,0.914417795547722,13,719,0.0180806675938804,0.0107162935473075,0.592693466193391
South Central,2020-05-20,1499,38653,1213106,South Central,218,8096,0.0269268774703557,0.0256719999265168,0.953396841307708,45,1268,0.0354889589905363,0.0370948622791413,1.04525078599892
South Central,2020-05-21,1567,40822,1213106,South Central,256,9074,0.0282124752038792,0.0301469356935244,1.06856755657438,68,2169,0.0313508529276164,0.0560544585551469,1.78797236185461
South Central,2020-05-22,1634,43448,1213106,South Central,287,9850,0.0291370558375635,0.0337975411876621,1.15995045539537,67,2626,0.0255140898705255,0.0552301282822771,2.16469129655611
South Central,2020-05-23,1669,45460,1213106,South Central,282,10876,0.0259286502390585,0.0332087338498979,1.28077372110457,35,2012,0.0173956262425447,0.0288515595504432,1.65855250901405
South Central,2020-05-24,1696,46879,1213106,South Central,267,10958,0.0243657601752145,0.0314423118366055,1.29043016144391,27,1419,0.0190274841437632,0.0222569173674848,1.16972465720226
South Central,2020-05-25,1751,48956,1213106,South Central,310,12290,0.0252237591537836,0.0365060549413772,1.44728843622428,55,2077,0.0264805007221955,0.0453381650078394,1.71213397675059
South Central,2020-05-26,1802,51790,1213106,South Central,348,14405,0.024158278375564,0.0409809907083847,1.69635394009851,51,2834,0.0179957657021877,0.0420408439163601,2.33615199331303
South Central,2020-05-27,1843,53576,1213106,South Central,344,14923,0.0230516652147691,0.0405099448381734,1.75735438029088,41,1786,0.022956326987682,0.0337975411876621,1.47225386734548
South Central,2020-05-28,1910,56627,1213106,South Central,343,15805,0.0217019930401772,0.0403921833706205,1.86121999467247,67,3051,0.0219600131104556,0.0552301282822771,2.51503166252578
South Central,2020-05-29,1971,59728,1213106,South Central,337,16280,0.0207002457002457,0.0396856145653036,1.91715669176007,61,3101,0.0196710738471461,0.0502841466450582,2.55624817616927
South Central,2020-05-30,2046,61989,1213106,South Central,377,16529,0.0228083973622119,0.0443960732674167,1.94647929718072,75,2261,0.033171163202123,0.0618247704652355,1.86381074695863
South Central,2020-05-31,2063,63164,1213106,South Central,367,16285,0.0225360761436905,0.0432184585918884,1.91774549909783,17,1175,0.014468085106383,0.0140136146387867,0.968588070622023
South Central,2020-06-01,2078,63684,1213106,South Central,327,14728,0.0222026072786529,0.0385079998897753,1.73439089411807,15,520,0.0288461538461538,0.0123649540930471,0.4286517418923
