FIPS,GEO,County,Date,Cases,Tests,Population,pop_2018,Region,herc_region,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
55025,County,Dane,2020-05-19,541,19102,546695,528496,Southern,South Central,64,3888,0.0164609053497942,0.0167238718899151,1.01597521731234,3,365,0.00821917808219178,0.0054875204638784,0.667648323105205
55027,County,Dodge,2020-05-19,109,2188,87839,89205,Southern,South Central,34,461,0.0737527114967462,0.0552959716884625,0.749748322011212,1,51,0.0196078431372549,0.0113844647593893,0.580607702728856
55029,County,Door,2020-05-19,33,622,27668,28051,Northeastern,Northeast,11,191,0.0575916230366492,0.056795885912555,0.986183109936182,0,61,0,0,2.20471302587827
55031,County,Douglas,2020-05-19,15,954,43150,43874,Western,Northwest,4,126,0.0317460317460317,0.0132428405893064,0.417149478563152,2,30,0.0666666666666667,0.0463499420625724,0.695249130938586
55033,County,Dunn,2020-05-19,20,1582,45368,44777,Western,Northwest,6,262,0.0229007633587786,0.0188931153487669,0.824999370229488,0,19,0,0,0.418797390231
55035,County,Eau Claire,2020-05-19,75,3615,104646,102893,Western,Northwest,15,826,0.0181598062953995,0.0204772006847576,1.12761118437398,5,52,0.0961538461538462,0.047780134931101,0.496913403283451
55037,County,Florence,2020-05-19,2,219,4295,4421,Northern,Northeast,0,183,0,0,6.08681190753368,0,7,0,0,1.62980209545984
55039,County,Fond du Lac,2020-05-19,145,2994,103403,103373,Northeastern,Southeast,37,769,0.0481144343302991,0.051117610569464,1.0624173656194,3,82,0.0365853658536585,0.0290126978907769,0.793013742347901
55041,County,Forest,2020-05-19,9,259,9004,9182,Northern,North Central,5,56,0.0892857142857143,0.0793298216665609,0.888494002665482,0,3,0,0,0.333185250999556
55043,County,Grant,2020-05-19,75,1780,51439,52374,Southern,South Central,6,342,0.0175438596491228,0.0166632877222119,0.949807400166077,1,31,0.032258064516129,0.0194405023425805,0.602655572619996
55045,County,Green,2020-05-19,46,919,36960,36864,Southern,South Central,12,205,0.0585365853658537,0.0463821892393321,0.792362399505257,1,31,0.032258064516129,0.0270562770562771,0.838744588744589
55047,County,Green Lake,2020-05-19,11,473,18913,19088,Northeastern,Fox Valley Area,3,168,0.0178571428571429,0.0226601506144678,1.26896843441019,0,11,0,0,0.581610532438006
55049,County,Iowa,2020-05-19,11,527,23678,23799,Southern,South Central,1,117,0.00854700854700855,0.00603332810444898,0.70589938822053,0,17,0,0,0.717966044429428
55051,County,Iron,2020-05-19,2,80,5687,5844,Northern,North Central,0,18,0,0,0.452159059509156,0,4,0,0,0.703358537014243
55053,County,Jackson,2020-05-19,14,698,20643,20664,Western,Western,0,158,0,0,1.09341803862949,0,4,0,0,0.193770285326745
55055,County,Jefferson,2020-05-19,62,1827,84769,84675,Southern,South Central,10,410,0.024390243902439,0.0168525218956391,0.690953397721202,1,49,0.0204081632653061,0.0117967653269474,0.57804150102042
55057,County,Juneau,2020-05-19,22,704,26687,26908,Southern,South Central,1,133,0.0075187969924812,0.00535306114801749,0.711957132686327,0,0,NA,0,0
55059,County,Kenosha,2020-05-19,866,5336,169561,168231,Southeastern,Southeast,150,1085,0.138248847926267,0.126376769590716,0.914125300039514,18,453,0.0397350993377483,0.106156486456202,2.67160490914774
55061,County,Kewaunee,2020-05-19,31,445,20434,20644,Northeastern,Northeast,2,129,0.0155038759689922,0.0139822984102127,0.901858247458717,1,27,0.037037037037037,0.0489380444357444,1.3213271997651
55063,County,La Crosse,2020-05-19,47,3640,118016,118333,Western,Western,13,697,0.0186513629842181,0.0157363650449334,0.843711264332197,2,36,0.0555555555555556,0.0169468546637744,0.305043383947939
55065,County,Lafayette,2020-05-19,16,368,16665,16883,Southern,South Central,3,66,0.0454545454545455,0.0257168574000257,0.565770862800566,0,8,0,0,0.48004800480048
55067,County,Langlade,2020-05-19,0,297,19189,19777,Northern,North Central,0,88,0,0,0.655137243807836,0,7,0,0,0.364792328938454
55069,County,Lincoln,2020-05-19,3,349,27593,28442,Northern,North Central,2,82,0.024390243902439,0.0103545930386071,0.424538314582891,0,13,0,0,0.471133983256623
55071,County,Manitowoc,2020-05-19,25,1227,78981,80254,Northeastern,Northeast,5,423,0.0118203309692671,0.00904376640313131,0.765102637704909,3,64,0.046875,0.0379838188931515,0.810321469720566
55073,County,Marathon,2020-05-19,34,1705,135692,134741,Northern,North Central,9,457,0.0196936542669584,0.00947524014469744,0.481131638458526,1,76,0.0131578947368421,0.00736963122365357,0.560091972997671
55075,County,Marinette,2020-05-19,25,1185,40350,40938,Northeastern,Northeast,4,526,0.00760456273764259,0.0141617985484156,1.86227650911666,0,22,0,0,0.545229244114003
55077,County,Marquette,2020-05-19,3,334,15574,15378,Northeastern,South Central,0,65,0,0,0.596231814929645,0,11,0,0,0.70630538076281
55078,County,Menominee,2020-05-19,2,170,4556,4382,Northeastern,Fox Valley Area,0,45,0,0,1.41101216606045,0,8,0,0,1.75592625109745
55079,County,Milwaukee,2020-05-19,5076,33910,945726,944479,Southeastern,Southeast,1007,7495,0.134356237491661,0.152112919447221,1.13216120283706,71,493,0.144016227180527,0.075074598773852,0.521292636556466
55081,County,Monroe,2020-05-19,15,1552,46253,45998,Western,Western,0,223,0,0,0.688758412581732,0,12,0,0,0.259442630748276
55083,County,Oconto,2020-05-19,30,998,37930,37962,Northeastern,Northeast,2,300,0.00666666666666667,0.00753267296900305,1.12990094535046,0,28,0,0,0.738201950962299
55085,County,Oneida,2020-05-19,7,550,35595,35913,Northern,North Central,0,113,0,0,0.453514739229025,0,20,0,0,0.561876668071358
55087,County,Outagamie,2020-05-19,146,3861,187885,183800,Northeastern,Fox Valley Area,29,1275,0.0227450980392157,0.0220499621729097,0.969437992084824,4,188,0.0212765957446809,0.0212896186497059,1.00061207653618
55089,County,Ozaukee,2020-05-19,125,1551,89221,88360,Southeastern,Southeast,18,176,0.102272727272727,0.0288208893806231,0.281804251721648,3,81,0.037037037037037,0.0336243709440603,0.907858015489627
55091,County,Pepin,2020-05-19,1,308,7287,7349,Western,Northwest,1,37,0.027027027027027,0.0196043835401596,0.725362190985904,0,5,0,0,0.686153423905585
55093,County,Pierce,2020-05-19,22,918,42754,41635,Western,Northwest,8,212,0.0377358490566038,0.0267309992715803,0.708371480696877,1,26,0.0384615384615385,0.0233896243626327,0.608130233428451
55095,County,Polk,2020-05-19,7,844,43783,43900,Western,Northwest,2,232,0.00862068965517241,0.00652569001014745,0.756980041177104,1,47,0.0212765957446809,0.0228399150355161,1.07347600666926
55097,County,Portage,2020-05-19,7,1115,70772,70719,Northern,North Central,0,488,0,0,0.985054622086216,0,49,0,0,0.692364211835189
55099,County,Price,2020-05-19,1,201,13351,13808,Northern,North Central,0,46,0,0,0.49220497127021,0,18,0,0,1.34821361695753
55101,County,Racine,2020-05-19,1061,6524,196311,195230,Southeastern,Southeast,298,1626,0.183271832718327,0.21685707154173,1.18325368566058,27,311,0.0868167202572347,0.137536867521433,1.58422095552465
55103,County,Richland,2020-05-19,14,471,17252,17712,Southern,South Central,1,90,0.0111111111111111,0.00828061342784273,0.745255208505846,0,6,0,0,0.347785763969395
55105,County,Rock,2020-05-19,438,4913,163354,160265,Southern,South Central,69,991,0.0696266397578204,0.0603422190894796,0.866654190111222,6,105,0.0571428571428571,0.036730046402292,0.642775812040109
55107,County,Rusk,2020-05-19,4,216,14178,14534,Western,Northwest,0,31,0,0,0.312355157890494,0,0,NA,0,0
55111,County,Sauk,2020-05-19,77,2296,64442,62686,Southern,South Central,4,599,0.00667779632721202,0.00886733142094552,1.32788288028659,0,27,0,0,0.418981409639676
55113,County,Sawyer,2020-05-19,4,553,16558,16569,Northern,Northwest,0,76,0,0,0.655703759943402,0,8,0,0,0.483150138905665
55115,County,Shawano,2020-05-19,33,904,40899,41260,Northeastern,Fox Valley Area,8,259,0.0308880308880309,0.0279434006419996,0.904667595784738,0,31,0,0,0.75796474241424
55117,County,Sheboygan,2020-05-19,70,1962,115340,114515,Northeastern,Southeast,4,486,0.00823045267489712,0.00495429661373826,0.601947038569199,1,40,0.025,0.00867001907404196,0.346800762961678
55109,County,St. Croix,2020-05-19,48,1801,90687,88169,Western,Northwest,17,617,0.0275526742301459,0.0267797085422544,0.971945892386529,0,40,0,0,0.441077552460661
55119,County,Taylor,2020-05-19,0,242,20343,20580,Northern,North Central,0,74,0,0,0.519659272055674,0,7,0,0,0.344098707172
55121,County,Trempealeau,2020-05-19,11,990,29649,29332,Western,Western,5,237,0.0210970464135021,0.0240913931088979,1.14193203336176,0,19,0,0,0.640831056696685
55123,County,Vernon,2020-05-19,12,794,30822,30287,Southern,Western,8,206,0.0388349514563107,0.0370792662013219,0.954791104684038,1,10,0.1,0.0324443579261566,0.324443579261566
55125,County,Vilas,2020-05-19,4,290,22195,21656,Northern,North Central,0,54,0,0,0.347568628713031,0,3,0,0,0.135165577832845
55127,County,Walworth,2020-05-19,287,2371,103868,102615,Southeastern,Southeast,44,698,0.0630372492836676,0.0605163696779979,0.960009682619148,3,188,0.0159574468085106,0.0288828128008626,1.80998960218739
55129,County,Washburn,2020-05-19,1,347,15720,15853,Western,Northwest,0,66,0,0,0.599781897491821,0,8,0,0,0.508905852417303
55131,County,Washington,2020-05-19,155,2602,136034,134486,Southeastern,Southeast,36,182,0.197802197802198,0.0378056746317622,0.191128688416131,6,6,1,0.0441066204037226,0.0441066204037226
55133,County,Waukesha,2020-05-19,492,8157,404198,398642,Southeastern,Southeast,78,2203,0.035406264185202,0.0275678186009261,0.77861415869026,10,272,0.0367647058823529,0.0247403500264722,0.672937520720043
55135,County,Waupaca,2020-05-19,19,960,50990,51731,Northeastern,Fox Valley Area,6,307,0.0195439739413681,0.0168100187711876,0.860112627125767,2,56,0.0357142857142857,0.0392233771327711,1.09825455971759
55137,County,Waushara,2020-05-19,7,543,24443,24298,Northeastern,Fox Valley Area,3,260,0.0115384615384615,0.017533503603135,1.5195703122717,0,29,0,0,1.18643374381213
55139,County,Winnebago,2020-05-19,126,3270,171907,169344,Northeastern,Fox Valley Area,25,1094,0.0228519195612431,0.0207753527862657,0.909129437926985,2,181,0.0110497237569061,0.0116341975603088,1.05289487920794
55141,County,Wood,2020-05-19,8,1318,72999,74026,Northern,North Central,4,309,0.0129449838187702,0.00782789588115688,0.604704956819369,1,52,0.0192307692307692,0.0136988177920245,0.712338525185277
55001,County,Adams,2020-05-20,4,422,20220,20495,Southern,South Central,0,96,0,0,0.678253497244595,0,19,0,0,0.939663699307616
55003,County,Ashland,2020-05-20,2,333,15562,15863,Northern,Northwest,0,43,0,0,0.3947344263499,0,0,NA,0,0
55005,County,Barron,2020-05-20,11,1402,45244,45880,Western,Northwest,0,201,0,0,0.634654003056443,0,5,0,0,0.11051189107948
55007,County,Bayfield,2020-05-20,3,340,15036,15204,Northern,Northwest,0,40,0,0,0.380040284270133,0,4,0,0,0.266028198989093
55009,County,Brown,2020-05-20,2135,11941,264542,260329,Northeastern,Northeast,153,3039,0.0503455083909181,0.0826225811294345,1.64111126831602,17,652,0.0260736196319018,0.0642620075451157,2.46463699525973
55011,County,Buffalo,2020-05-20,5,529,13031,13509,Western,Western,0,81,0,0,0.887992369843341,0,16,0,0,1.22784130151178
55013,County,Burnett,2020-05-20,1,317,15414,15447,Western,Northwest,1,67,0.0149253731343284,0.00926801238206454,0.620956829598324,0,7,0,0,0.454132606721163
55015,County,Calumet,2020-05-20,60,1051,50089,51476,Northeastern,Fox Valley Area,16,365,0.0438356164383562,0.045633058869498,1.04100415546042,2,79,0.0253164556962025,0.0399289265108108,1.57719259717702
55017,County,Chippewa,2020-05-20,43,1919,64658,64220,Western,Northwest,12,402,0.0298507462686567,0.0265131262068996,0.888189727931136,1,53,0.0188679245283019,0.0154659902873581,0.819697485229979
55019,County,Clark,2020-05-20,28,621,34774,34741,Western,North Central,4,208,0.0192307692307692,0.0164326385066018,0.854497202343294,0,25,0,0,0.718927934663829
55021,County,Columbia,2020-05-20,36,1601,57532,57128,Southern,South Central,2,308,0.00649350649350649,0.00496618031207477,0.764791768059515,0,48,0,0,0.834318292428561
55023,County,Crawford,2020-05-20,23,637,16131,16555,Southern,Western,6,113,0.0530973451327434,0.0531363745051675,1.00073505318065,0,16,0,0,0.991878990763127
55025,County,Dane,2020-05-20,563,19822,546695,528496,Southern,South Central,73,4204,0.0173644148430067,0.0190756663744344,1.0985493347688,22,720,0.0305555555555556,0.0402418167351082,1.31700491133082
55027,County,Dodge,2020-05-20,112,2247,87839,89205,Southern,South Central,33,469,0.070362473347548,0.0536696195799783,0.762759138879086,3,59,0.0508474576271186,0.034153394278168,0.671683420803971
55029,County,Door,2020-05-20,34,650,27668,28051,Northeastern,Northeast,11,197,0.0558375634517767,0.056795885912555,1.0171626840703,1,28,0.0357142857142857,0.0361428364898077,1.01199942171462
55031,County,Douglas,2020-05-20,15,966,43150,43874,Western,Northwest,4,104,0.0384615384615385,0.0132428405893064,0.344313855321967,0,12,0,0,0.278099652375434
55033,County,Dunn,2020-05-20,20,1608,45368,44777,Western,Northwest,1,250,0.004,0.00314885255812782,0.787213139531955,0,26,0,0,0.573091165579263
55035,County,Eau Claire,2020-05-20,78,3709,104646,102893,Western,Northwest,17,738,0.0230352303523035,0.0232074941093919,1.00747827369007,3,94,0.0319148936170213,0.0286680809586606,0.8982665367047
55037,County,Florence,2020-05-20,2,222,4295,4421,Northern,Northeast,0,186,0,0,6.18659570929652,0,3,0,0,0.69848661233993
55039,County,Fond du Lac,2020-05-20,148,3201,103403,103373,Northeastern,Southeast,37,901,0.0410654827968923,0.051117610569464,1.24478289521857,3,207,0.0144927536231884,0.0290126978907769,2.0018761544636
55041,County,Forest,2020-05-20,11,261,9004,9182,Northern,North Central,6,48,0.125,0.0951957859998731,0.761566287998985,2,2,1,0.22212350066637,0.22212350066637
55043,County,Grant,2020-05-20,78,1830,51439,52374,Southern,South Central,8,310,0.0258064516129032,0.0222177169629492,0.860936532314281,3,50,0.06,0.0583215070277416,0.972025117129027
55045,County,Green,2020-05-20,49,967,36960,36864,Southern,South Central,13,241,0.0539419087136929,0.0502473716759431,0.931508967223253,3,48,0.0625,0.0811688311688312,1.2987012987013
55047,County,Green Lake,2020-05-20,11,492,18913,19088,Northeastern,Fox Valley Area,1,170,0.00588235294117647,0.00755338353815592,1.28407520148651,0,19,0,0,1.00460001057474
55049,County,Iowa,2020-05-20,11,544,23678,23799,Southern,South Central,1,114,0.0087719298245614,0.00603332810444898,0.687799403907183,0,17,0,0,0.717966044429428
55051,County,Iron,2020-05-20,2,83,5687,5844,Northern,North Central,0,20,0,0,0.502398955010174,0,3,0,0,0.527518902760682
55053,County,Jackson,2020-05-20,14,737,20643,20664,Western,Western,0,173,0,0,1.19722354862596,0,39,0,0,1.88926028193577
55055,County,Jefferson,2020-05-20,62,1874,84769,84675,Southern,South Central,8,401,0.0199501246882793,0.0134820175165113,0.675786128015127,0,47,0,0,0.554447970366525
55057,County,Juneau,2020-05-20,22,728,26687,26908,Southern,South Central,1,140,0.00714285714285714,0.00535306114801749,0.749428560722449,0,24,0,0,0.899314272866939
55059,County,Kenosha,2020-05-20,889,5671,169561,168231,Southeastern,Southeast,153,1373,0.11143481427531,0.128904304982531,1.15676869765369,23,335,0.0686567164179104,0.135644399360702,1.97569016460153
55061,County,Kewaunee,2020-05-20,31,460,20434,20644,Northeastern,Northeast,2,133,0.0150375939849624,0.0139822984102127,0.929822844279143,0,15,0,0,0.734070666536165
55063,County,La Crosse,2020-05-20,47,3708,118016,118333,Western,Western,13,653,0.0199081163859112,0.0157363650449334,0.790449721103192,0,68,0,0,0.57619305856833
55065,County,Lafayette,2020-05-20,16,380,16665,16883,Southern,South Central,2,71,0.028169014084507,0.0171445716000171,0.608632291800609,0,12,0,0,0.72007200720072
55067,County,Langlade,2020-05-20,0,314,19189,19777,Northern,North Central,0,97,0,0,0.722139916470001,0,17,0,0,0.88592422742196
55069,County,Lincoln,2020-05-20,3,363,27593,28442,Northern,North Central,2,83,0.0240963855421687,0.0103545930386071,0.429715611102195,0,14,0,0,0.507375058891748
55071,County,Manitowoc,2020-05-20,26,1254,78981,80254,Northeastern,Northeast,6,450,0.0133333333333333,0.0108525196837576,0.813938976281818,1,27,0.037037037037037,0.0126612729643838,0.341854370038364
55073,County,Marathon,2020-05-20,35,1783,135692,134741,Northern,North Central,7,487,0.0143737166324435,0.00736963122365357,0.512715772274184,1,78,0.0128205128205128,0.00736963122365357,0.574831235444978
55075,County,Marinette,2020-05-20,28,1262,40350,40938,Northeastern,Northeast,7,579,0.0120898100172712,0.0247831474597274,2.04992033988317,3,77,0.038961038961039,0.0743494423791822,1.90830235439901
55077,County,Marquette,2020-05-20,3,355,15574,15378,Northeastern,South Central,0,76,0,0,0.697132583610046,0,21,0,0,1.34840118145627
55078,County,Menominee,2020-05-20,2,181,4556,4382,Northeastern,Fox Valley Area,0,44,0,0,1.379656340148,0,11,0,0,2.414398595259
55079,County,Milwaukee,2020-05-20,5373,34843,945726,944479,Southeastern,Southeast,1158,7410,0.156275303643725,0.174922304587768,1.11932148272484,297,933,0.318327974276527,0.314044448392029,0.986543671211323
55081,County,Monroe,2020-05-20,15,1587,46253,45998,Western,Western,0,195,0,0,0.60227753566564,0,35,0,0,0.756707673015804
55083,County,Oconto,2020-05-20,31,1051,37930,37962,Northeastern,Northeast,3,327,0.00917431192660551,0.0112990094535046,1.231592030432,1,53,0.0188679245283019,0.0263643553915107,1.39731083575007
55085,County,Oneida,2020-05-20,7,565,35595,35913,Northern,North Central,0,118,0,0,0.473581763088716,0,15,0,0,0.421407501053519
55087,County,Outagamie,2020-05-20,153,4225,187885,183800,Northeastern,Fox Valley Area,31,1456,0.0212912087912088,0.0235706492193173,1.10706016978471,7,364,0.0192307692307692,0.0372568326369854,1.93735529712324
55089,County,Ozaukee,2020-05-20,130,1607,89221,88360,Southeastern,Southeast,20,229,0.0873362445414847,0.0320232104229145,0.366665759342371,5,56,0.0892857142857143,0.0560406182401004,0.627654924289125
55091,County,Pepin,2020-05-20,1,311,7287,7349,Western,Northwest,1,35,0.0285714285714286,0.0196043835401596,0.686153423905585,0,3,0,0,0.411692054343351
55093,County,Pierce,2020-05-20,26,943,42754,41635,Western,Northwest,12,199,0.0603015075376884,0.0400964989073704,0.664933606880559,4,25,0.16,0.093558497450531,0.584740609065818
