FIPS,GEO,County,Date,Cases,Tests,Population,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
55077,County,Marquette,2020-03-30,2,49,15574,2,NA,NA,0.0183455943055275,NA,2,NA,NA,0.128419160138693,NA
55078,County,Menominee,2020-03-30,0,3,4556,0,NA,NA,0,NA,0,NA,NA,0,NA
55079,County,Milwaukee,2020-03-30,617,4078,945726,413,NA,NA,0.0623859341923559,NA,52,NA,NA,0.0549842131864832,NA
55081,County,Monroe,2020-03-30,1,173,46253,1,NA,NA,0.00308860274700328,NA,0,NA,NA,0,NA
55083,County,Oconto,2020-03-30,0,32,37930,0,NA,NA,0,NA,0,NA,NA,0,NA
55085,County,Oneida,2020-03-30,3,70,35595,3,NA,NA,0.0120402143158148,NA,2,NA,NA,0.0561876668071358,NA
55087,County,Outagamie,2020-03-30,9,178,187885,7,NA,NA,0.00532240466242648,NA,3,NA,NA,0.0159672139872795,NA
55089,County,Ozaukee,2020-03-30,36,243,89221,22,NA,NA,0.035225531465206,NA,2,NA,NA,0.0224162472960402,NA
55091,County,Pepin,2020-03-30,0,34,7287,0,NA,NA,0,NA,0,NA,NA,0,NA
55093,County,Pierce,2020-03-30,6,122,42754,3,NA,NA,0.0100241247268426,NA,2,NA,NA,0.0467792487252655,NA
55095,County,Polk,2020-03-30,0,53,43783,0,NA,NA,0,NA,0,NA,NA,0,NA
55097,County,Portage,2020-03-30,1,73,70772,1,NA,NA,0.00201855455345536,NA,0,NA,NA,0,NA
55099,County,Price,2020-03-30,0,18,13351,0,NA,NA,0,NA,0,NA,NA,0,NA
55101,County,Racine,2020-03-30,21,358,196311,16,NA,NA,0.0116433327002271,NA,4,NA,NA,0.0203758322253975,NA
55103,County,Richland,2020-03-30,2,115,17252,2,NA,NA,0.0165612268556855,NA,0,NA,NA,0,NA
55105,County,Rock,2020-03-30,15,474,163354,12,NA,NA,0.0104942989720834,NA,1,NA,NA,0.00612167440038199,NA
55107,County,Rusk,2020-03-30,0,21,14178,0,NA,NA,0,NA,0,NA,NA,0,NA
55109,County,St. Croix,2020-03-30,4,104,90687,1,NA,NA,0.00157527697307379,NA,0,NA,NA,0,NA
55111,County,Sauk,2020-03-30,13,206,64442,10,NA,NA,0.0221683285523638,NA,1,NA,NA,0.0155178299866547,NA
55113,County,Sawyer,2020-03-30,0,23,16558,0,NA,NA,0,NA,0,NA,NA,0,NA
55115,County,Shawano,2020-03-30,0,51,40899,0,NA,NA,0,NA,0,NA,NA,0,NA
55117,County,Sheboygan,2020-03-30,8,100,115340,2,NA,NA,0.00247714830686913,NA,0,NA,NA,0,NA
55119,County,Taylor,2020-03-30,0,29,20343,0,NA,NA,0,NA,0,NA,NA,0,NA
55121,County,Trempealeau,2020-03-30,0,97,29649,0,NA,NA,0,NA,0,NA,NA,0,NA
55123,County,Vernon,2020-03-30,0,108,30822,0,NA,NA,0,NA,0,NA,NA,0,NA
55125,County,Vilas,2020-03-30,3,28,22195,3,NA,NA,0.019309368261835,NA,1,NA,NA,0.0450551926109484,NA
55127,County,Walworth,2020-03-30,6,148,103868,3,NA,NA,0.00412611611440895,NA,0,NA,NA,0,NA
55129,County,Washburn,2020-03-30,0,21,15720,0,NA,NA,0,NA,0,NA,NA,0,NA
55131,County,Washington,2020-03-30,34,481,136034,19,NA,NA,0.0199529949445412,NA,3,NA,NA,0.0220533102018613,NA
55133,County,Waukesha,2020-03-30,93,1218,404198,62,NA,NA,0.0219128814520182,NA,10,NA,NA,0.0247403500264722,NA
55135,County,Waupaca,2020-03-30,1,50,50990,1,NA,NA,0.00280166979519794,NA,0,NA,NA,0,NA
55137,County,Waushara,2020-03-30,0,21,24443,0,NA,NA,0,NA,0,NA,NA,0,NA
55139,County,Winnebago,2020-03-30,10,202,171907,5,NA,NA,0.00415507055725313,NA,2,NA,NA,0.0116341975603088,NA
55141,County,Wood,2020-03-30,2,162,72999,1,NA,NA,0.00195697397028922,NA,0,NA,NA,0,NA
55,State,WI,2020-03-31,1351,18726,5822434,894,10032,0.0891148325358852,0.0219348619004158,0.246141537567082,130,1649,0.07883565797453,0.02232743213577,0.283214889168344
55001,County,Adams,2020-03-31,0,36,20220,0,NA,NA,0,NA,0,6,0,0,0.29673590504451
55003,County,Ashland,2020-03-31,1,35,15562,1,NA,NA,0.00917987038023023,NA,1,12,0.0833333333333333,0.0642590926616116,0.771109111939339
55005,County,Barron,2020-03-31,0,154,45244,0,NA,NA,0,NA,0,14,0,0,0.309433295022544
55007,County,Bayfield,2020-03-31,2,43,15036,1,NA,NA,0.00950100710675332,NA,0,12,0,0,0.798084596967279
55009,County,Brown,2020-03-31,9,245,264542,6,NA,NA,0.00324010122076214,NA,2,46,0.0434782608695652,0.00756023618177832,0.173885432180901
55011,County,Buffalo,2020-03-31,1,47,13031,1,NA,NA,0.010962868763498,NA,1,7,0.142857142857143,0.0767400813444862,0.537180569411404
55013,County,Burnett,2020-03-31,0,28,15414,0,NA,NA,0,NA,0,5,0,0,0.324380433372259
55015,County,Calumet,2020-03-31,1,57,50089,0,NA,NA,0,NA,0,3,0,0,0.0598933897662161
55017,County,Chippewa,2020-03-31,8,241,64658,7,NA,NA,0.0154659902873581,NA,1,15,0.0666666666666667,0.0154659902873581,0.231989854310371
55019,County,Clark,2020-03-31,3,56,34774,3,NA,NA,0.0123244788799514,NA,0,3,0,0,0.0862713521596595
55021,County,Columbia,2020-03-31,9,276,57532,4,NA,NA,0.00993236062414954,NA,0,10,0,0,0.173816310922617
55023,County,Crawford,2020-03-31,0,61,16131,0,NA,NA,0,NA,0,6,0,0,0.371954621536173
55025,County,Dane,2020-03-31,194,3609,546695,122,NA,NA,0.0318798807901507,NA,11,181,0.0607734806629834,0.0201209083675541,0.331080401320663
55027,County,Dodge,2020-03-31,10,237,87839,8,NA,NA,0.0130108168678735,NA,2,22,0.0909090909090909,0.0227689295187787,0.250458224706565
55029,County,Door,2020-03-31,1,47,27668,1,NA,NA,0.00516326235568682,NA,1,5,0.2,0.0361428364898077,0.180714182449039
55031,County,Douglas,2020-03-31,6,127,43150,2,NA,NA,0.0066214202946532,NA,0,14,0,0,0.324449594438007
55033,County,Dunn,2020-03-31,3,215,45368,2,NA,NA,0.00629770511625564,NA,0,27,0,0,0.595133133486158
55035,County,Eau Claire,2020-03-31,11,506,104646,7,NA,NA,0.00955602698622021,NA,1,44,0.0227272727272727,0.00955602698622021,0.420465187393689
55037,County,Florence,2020-03-31,0,1,4295,0,NA,NA,0,NA,0,0,NA,0,0
55039,County,Fond du Lac,2020-03-31,22,372,103403,5,NA,NA,0.00690778521208973,NA,1,19,0.0526315789473684,0.00967089929692562,0.183747086641587
55041,County,Forest,2020-03-31,0,13,9004,0,NA,NA,0,NA,0,1,0,0,0.111061750333185
55043,County,Grant,2020-03-31,2,104,51439,2,NA,NA,0.0055544292407373,NA,1,6,0.166666666666667,0.0194405023425805,0.116643014055483
55045,County,Green,2020-03-31,6,111,36960,5,NA,NA,0.019325912183055,NA,1,8,0.125,0.0270562770562771,0.216450216450216
55047,County,Green Lake,2020-03-31,0,34,18913,0,NA,NA,0,NA,0,9,0,0,0.475863162903823
55049,County,Iowa,2020-03-31,3,88,23678,3,NA,NA,0.0180999843133469,NA,0,3,0,0,0.126699890193429
55051,County,Iron,2020-03-31,1,7,5687,1,NA,NA,0.0251199477505087,NA,0,1,0,0,0.175839634253561
55053,County,Jackson,2020-03-31,2,54,20643,2,NA,NA,0.0138407346661961,NA,0,6,0,0,0.290655427990118
55055,County,Jefferson,2020-03-31,11,214,84769,7,NA,NA,0.0117967653269474,NA,1,19,0.0526315789473684,0.0117967653269474,0.224138541212
55057,County,Juneau,2020-03-31,3,94,26687,3,NA,NA,0.0160591834440525,NA,0,6,0,0,0.224828568216735
55059,County,Kenosha,2020-03-31,37,550,169561,24,NA,NA,0.0202202831345146,NA,7,125,0.056,0.0412830780663006,0.737197822612511
55061,County,Kewaunee,2020-03-31,0,18,20434,0,NA,NA,0,NA,0,0,NA,0,0
55063,County,La Crosse,2020-03-31,19,608,118016,14,NA,NA,0.0169468546637744,NA,3,133,0.0225563909774436,0.0254202819956616,1.126965835141
55065,County,Lafayette,2020-03-31,0,22,16665,0,NA,NA,0,NA,0,3,0,0,0.18001800180018
55067,County,Langlade,2020-03-31,0,34,19189,0,NA,NA,0,NA,0,1,0,0,0.0521131898483506
55069,County,Lincoln,2020-03-31,0,60,27593,0,NA,NA,0,NA,0,4,0,0,0.144964302540499
55071,County,Manitowoc,2020-03-31,0,80,78981,0,NA,NA,0,NA,0,7,0,0,0.0886289107506869
55073,County,Marathon,2020-03-31,3,213,135692,2,NA,NA,0.00210560892104388,NA,1,21,0.0476190476190476,0.00736963122365357,0.154762255696725
55075,County,Marinette,2020-03-31,1,48,40350,1,NA,NA,0.00354044963710391,NA,0,7,0,0,0.173482032218092
55077,County,Marquette,2020-03-31,2,52,15574,2,NA,NA,0.0183455943055275,NA,0,3,0,0,0.192628740208039
55078,County,Menominee,2020-03-31,0,4,4556,0,NA,NA,0,NA,0,1,0,0,0.219490781387182
55079,County,Milwaukee,2020-03-31,674,4409,945726,455,NA,NA,0.068730266483104,NA,57,331,0.172205438066465,0.0602711567621066,0.349995664706268
55081,County,Monroe,2020-03-31,2,182,46253,2,NA,NA,0.00617720549400657,NA,1,9,0.111111111111111,0.021620219229023,0.194581973061207
55083,County,Oconto,2020-03-31,1,38,37930,1,NA,NA,0.00376633648450153,NA,1,6,0.166666666666667,0.0263643553915107,0.158186132349064
55085,County,Oneida,2020-03-31,3,80,35595,3,NA,NA,0.0120402143158148,NA,0,10,0,0,0.280938334035679
55087,County,Outagamie,2020-03-31,12,207,187885,10,NA,NA,0.00760343523203783,NA,3,29,0.103448275862069,0.0159672139872795,0.154349735210368
55089,County,Ozaukee,2020-03-31,43,265,89221,27,NA,NA,0.0432313340709346,NA,7,22,0.318181818181818,0.0784568655361406,0.246578720256442
55091,County,Pepin,2020-03-31,0,34,7287,0,NA,NA,0,NA,0,0,NA,0,0
55093,County,Pierce,2020-03-31,7,131,42754,4,NA,NA,0.0133654996357901,NA,1,9,0.111111111111111,0.0233896243626327,0.210506619263695
55095,County,Polk,2020-03-31,0,64,43783,0,NA,NA,0,NA,0,11,0,0,0.251239065390677
55097,County,Portage,2020-03-31,1,87,70772,1,NA,NA,0.00201855455345536,NA,0,14,0,0,0.197818346238625
55099,County,Price,2020-03-31,0,20,13351,0,NA,NA,0,NA,0,2,0,0,0.149801512995281
55101,County,Racine,2020-03-31,26,399,196311,21,NA,NA,0.0152818741690481,NA,5,41,0.121951219512195,0.0254697902817468,0.208852280310324
55103,County,Richland,2020-03-31,2,119,17252,2,NA,NA,0.0165612268556855,NA,0,4,0,0,0.231857175979597
55105,County,Rock,2020-03-31,16,525,163354,13,NA,NA,0.0113688238864237,NA,1,51,0.0196078431372549,0.00612167440038199,0.312205394419482
55107,County,Rusk,2020-03-31,0,25,14178,0,NA,NA,0,NA,0,4,0,0,0.282127239384963
55109,County,St. Croix,2020-03-31,5,112,90687,1,NA,NA,0.00157527697307379,NA,1,8,0.125,0.0110269388115165,0.0882155104921323
55111,County,Sauk,2020-03-31,13,221,64442,9,NA,NA,0.0199514956971274,NA,0,15,0,0,0.23276744979982
55113,County,Sawyer,2020-03-31,0,34,16558,0,NA,NA,0,NA,0,11,0,0,0.664331440995289
55115,County,Shawano,2020-03-31,0,60,40899,0,NA,NA,0,NA,0,9,0,0,0.220054280055747
55117,County,Sheboygan,2020-03-31,11,136,115340,5,NA,NA,0.00619287076717283,NA,3,36,0.0833333333333333,0.0260100572221259,0.312120686665511
55119,County,Taylor,2020-03-31,0,31,20343,0,NA,NA,0,NA,0,2,0,0,0.0983139163348572
55121,County,Trempealeau,2020-03-31,0,106,29649,0,NA,NA,0,NA,0,9,0,0,0.303551553172114
55123,County,Vernon,2020-03-31,0,112,30822,0,NA,NA,0,NA,0,4,0,0,0.129777431704627
55125,County,Vilas,2020-03-31,3,31,22195,3,NA,NA,0.019309368261835,NA,0,3,0,0,0.135165577832845
55127,County,Walworth,2020-03-31,6,179,103868,2,NA,NA,0.00275074407627263,NA,0,31,0,0,0.298455732275581
55129,County,Washburn,2020-03-31,0,35,15720,0,NA,NA,0,NA,0,14,0,0,0.89058524173028
55131,County,Washington,2020-03-31,40,512,136034,23,NA,NA,0.0241536254591814,NA,6,31,0.193548387096774,0.0441066204037226,0.227884205419233
55133,County,Waukesha,2020-03-31,101,1293,404198,70,NA,NA,0.0247403500264722,NA,8,75,0.106666666666667,0.0197922800211777,0.185552625198541
55135,County,Waupaca,2020-03-31,1,61,50990,1,NA,NA,0.00280166979519794,NA,0,11,0,0,0.215728574230241
55137,County,Waushara,2020-03-31,0,24,24443,0,NA,NA,0,NA,0,3,0,0,0.122734525221945
55139,County,Winnebago,2020-03-31,11,227,171907,6,NA,NA,0.00498608466870376,NA,1,25,0.04,0.00581709878015439,0.14542746950386
55141,County,Wood,2020-03-31,2,165,72999,1,NA,NA,0.00195697397028922,NA,0,3,0,0,0.0410964533760736
55,State,WI,2020-04-01,1550,20369,5822434,965,9695,0.0995358432181537,0.0236768923198001,0.237873026984934,199,1643,0.121119902617164,0.0341781461155249,0.28218439230054
55001,County,Adams,2020-04-01,0,39,20220,0,NA,NA,0,NA,0,3,0,0,0.148367952522255
55003,County,Ashland,2020-04-01,1,39,15562,1,NA,NA,0.00917987038023023,NA,0,4,0,0,0.257036370646446
55005,County,Barron,2020-04-01,0,159,45244,0,NA,NA,0,NA,0,5,0,0,0.11051189107948
55007,County,Bayfield,2020-04-01,3,47,15036,2,NA,NA,0.0190020142135066,NA,1,4,0.25,0.0665070497472732,0.266028198989093
55009,County,Brown,2020-04-01,11,266,264542,8,NA,NA,0.00432013496101618,NA,2,21,0.0952380952380952,0.00756023618177832,0.0793824799086724
55011,County,Buffalo,2020-04-01,1,52,13031,1,NA,NA,0.010962868763498,NA,0,5,0,0,0.383700406722431
55013,County,Burnett,2020-04-01,0,30,15414,0,NA,NA,0,NA,0,2,0,0,0.129752173348904
55015,County,Calumet,2020-04-01,2,69,50089,1,NA,NA,0.00285206617934363,NA,1,12,0.0833333333333333,0.0199644632554054,0.239573559064865
55017,County,Chippewa,2020-04-01,10,270,64658,9,NA,NA,0.0198848446551747,NA,2,29,0.0689655172413793,0.0309319805747162,0.448513718333385
55019,County,Clark,2020-04-01,5,62,34774,5,NA,NA,0.0205407981332523,NA,2,6,0.333333333333333,0.0575142347731063,0.172542704319319
55021,County,Columbia,2020-04-01,13,300,57532,8,NA,NA,0.0198647212482991,NA,4,24,0.166666666666667,0.0695265243690468,0.417159146214281
55023,County,Crawford,2020-04-01,1,67,16131,1,NA,NA,0.00885606241752792,NA,1,6,0.166666666666667,0.0619924369226954,0.371954621536173
55025,County,Dane,2020-04-01,215,3911,546695,127,NA,NA,0.0331864332815503,NA,21,302,0.0695364238410596,0.0384126432471488,0.552410393363759
55027,County,Dodge,2020-04-01,13,254,87839,10,NA,NA,0.0162635210848419,NA,3,17,0.176470588235294,0.034153394278168,0.193535900909619
55029,County,Door,2020-04-01,1,51,27668,1,NA,NA,0.00516326235568682,NA,0,4,0,0,0.144571345959231
55031,County,Douglas,2020-04-01,6,143,43150,2,NA,NA,0.0066214202946532,NA,0,16,0,0,0.370799536500579
55033,County,Dunn,2020-04-01,3,229,45368,2,NA,NA,0.00629770511625564,NA,0,14,0,0,0.308587550696526
55035,County,Eau Claire,2020-04-01,12,542,104646,7,NA,NA,0.00955602698622021,NA,1,36,0.0277777777777778,0.00955602698622021,0.344016971503928
55037,County,Florence,2020-04-01,0,2,4295,0,NA,NA,0,NA,0,1,0,0,0.232828870779977
55039,County,Fond du Lac,2020-04-01,24,391,103403,7,NA,NA,0.00967089929692562,NA,2,19,0.105263157894737,0.0193417985938512,0.183747086641587
55041,County,Forest,2020-04-01,0,14,9004,0,NA,NA,0,NA,0,1,0,0,0.111061750333185
55043,County,Grant,2020-04-01,2,118,51439,1,NA,NA,0.00277721462036865,NA,0,14,0,0,0.272167032796127
55045,County,Green,2020-04-01,7,117,36960,6,NA,NA,0.023191094619666,NA,1,6,0.166666666666667,0.0270562770562771,0.162337662337662
55047,County,Green Lake,2020-04-01,0,39,18913,0,NA,NA,0,NA,0,5,0,0,0.264368423835457
55049,County,Iowa,2020-04-01,3,94,23678,0,NA,NA,0,NA,0,6,0,0,0.253399780386857
55051,County,Iron,2020-04-01,1,8,5687,1,NA,NA,0.0251199477505087,NA,0,1,0,0,0.175839634253561
55053,County,Jackson,2020-04-01,2,56,20643,2,NA,NA,0.0138407346661961,NA,0,2,0,0,0.0968851426633726
55055,County,Jefferson,2020-04-01,12,238,84769,7,NA,NA,0.0117967653269474,NA,1,24,0.0416666666666667,0.0117967653269474,0.283122367846736
55057,County,Juneau,2020-04-01,4,100,26687,4,NA,NA,0.02141224459207,NA,1,6,0.166666666666667,0.0374714280361225,0.224828568216735
55059,County,Kenosha,2020-04-01,54,672,169561,40,NA,NA,0.0337004718908577,NA,17,122,0.139344262295082,0.100258903875302,0.719505074869811
55061,County,Kewaunee,2020-04-01,0,19,20434,0,NA,NA,0,NA,0,1,0,0,0.0489380444357444
55063,County,La Crosse,2020-04-01,19,660,118016,9,NA,NA,0.0108944065695693,NA,0,52,0,0,0.440618221258134
55065,County,Lafayette,2020-04-01,0,27,16665,0,NA,NA,0,NA,0,5,0,0,0.3000300030003
55067,County,Langlade,2020-04-01,0,35,19189,0,NA,NA,0,NA,0,1,0,0,0.0521131898483506
55069,County,Lincoln,2020-04-01,0,64,27593,0,NA,NA,0,NA,0,4,0,0,0.144964302540499
55071,County,Manitowoc,2020-04-01,0,83,78981,0,NA,NA,0,NA,0,3,0,0,0.0379838188931515
55073,County,Marathon,2020-04-01,5,229,135692,4,NA,NA,0.00421121784208775,NA,2,16,0.125,0.0147392624473071,0.117914099578457
55075,County,Marinette,2020-04-01,2,54,40350,2,NA,NA,0.00708089927420782,NA,1,6,0.166666666666667,0.0247831474597274,0.148698884758364
55077,County,Marquette,2020-04-01,2,56,15574,2,NA,NA,0.0183455943055275,NA,0,4,0,0,0.256838320277385
55078,County,Menominee,2020-04-01,1,5,4556,1,NA,NA,0.0313558259124545,NA,1,1,1,0.219490781387182,0.219490781387182
55079,County,Milwaukee,2020-04-01,780,4722,945726,490,NA,NA,0.0740172100587274,NA,106,313,0.338658146964856,0.112083203803216,0.330962667834024
55081,County,Monroe,2020-04-01,2,195,46253,1,NA,NA,0.00308860274700328,NA,0,13,0,0,0.281062849977299
55083,County,Oconto,2020-04-01,1,46,37930,1,NA,NA,0.00376633648450153,NA,0,8,0,0,0.210914843132085
55085,County,Oneida,2020-04-01,3,82,35595,3,NA,NA,0.0120402143158148,NA,0,2,0,0,0.0561876668071358
55087,County,Outagamie,2020-04-01,12,227,187885,8,NA,NA,0.00608274818563027,NA,0,20,0,0,0.10644809324853
55089,County,Ozaukee,2020-04-01,46,294,89221,26,NA,NA,0.0416301735497889,NA,3,29,0.103448275862069,0.0336243709440603,0.325035585792582
55091,County,Pepin,2020-04-01,0,36,7287,0,NA,NA,0,NA,0,2,0,0,0.274461369562234
55093,County,Pierce,2020-04-01,7,145,42754,4,NA,NA,0.0133654996357901,NA,0,14,0,0,0.327454741076858
55095,County,Polk,2020-04-01,0,73,43783,0,NA,NA,0,NA,0,9,0,0,0.205559235319645
55097,County,Portage,2020-04-01,1,92,70772,1,NA,NA,0.00201855455345536,NA,0,5,0,0,0.0706494093709377
55099,County,Price,2020-04-01,0,24,13351,0,NA,NA,0,NA,0,4,0,0,0.299603025990563
55101,County,Racine,2020-04-01,28,448,196311,21,NA,NA,0.0152818741690481,NA,2,49,0.0408163265306122,0.0101879161126987,0.249603944761119
55103,County,Richland,2020-04-01,2,122,17252,2,NA,NA,0.0165612268556855,NA,0,3,0,0,0.173892881984697
55105,County,Rock,2020-04-01,17,556,163354,13,NA,NA,0.0113688238864237,NA,1,31,0.032258064516129,0.00612167440038199,0.189771906411842
55107,County,Rusk,2020-04-01,0,27,14178,0,NA,NA,0,NA,0,2,0,0,0.141063619692481
55109,County,St. Croix,2020-04-01,6,121,90687,2,NA,NA,0.00315055394614758,NA,1,9,0.111111111111111,0.0110269388115165,0.0992424493036488
55111,County,Sauk,2020-04-01,14,242,64442,8,NA,NA,0.017734662841891,NA,1,21,0.0476190476190476,0.0155178299866547,0.325874429719748
55113,County,Sawyer,2020-04-01,0,40,16558,0,NA,NA,0,NA,0,6,0,0,0.362362604179249
55115,County,Shawano,2020-04-01,0,68,40899,0,NA,NA,0,NA,0,8,0,0,0.195603804493997
55117,County,Sheboygan,2020-04-01,12,151,115340,5,NA,NA,0.00619287076717283,NA,1,15,0.0666666666666667,0.00867001907404196,0.130050286110629
55119,County,Taylor,2020-04-01,0,31,20343,0,NA,NA,0,NA,0,0,NA,0,0
55121,County,Trempealeau,2020-04-01,0,116,29649,0,NA,NA,0,NA,0,10,0,0,0.337279503524571
55123,County,Vernon,2020-04-01,0,119,30822,0,NA,NA,0,NA,0,7,0,0,0.227110505483096
55125,County,Vilas,2020-04-01,3,36,22195,3,NA,NA,0.019309368261835,NA,0,5,0,0,0.225275963054742
55127,County,Walworth,2020-04-01,12,200,103868,7,NA,NA,0.00962760426695421,NA,6,21,0.285714285714286,0.0577656256017253,0.202179689606038
55129,County,Washburn,2020-04-01,0,39,15720,0,NA,NA,0,NA,0,4,0,0,0.254452926208651
55131,County,Washington,2020-04-01,44,590,136034,23,NA,NA,0.0241536254591814,NA,4,78,0.0512820512820513,0.0294044136024817,0.573386065248394
55133,County,Waukesha,2020-04-01,107,1384,404198,65,NA,NA,0.0229731821674385,NA,6,91,0.0659340659340659,0.0148442100158833,0.225137185240897
55135,County,Waupaca,2020-04-01,2,68,50990,2,NA,NA,0.00560333959039588,NA,1,7,0.142857142857143,0.0196116885663856,0.137281819964699
55137,County,Waushara,2020-04-01,0,28,24443,0,NA,NA,0,NA,0,4,0,0,0.16364603362926
55139,County,Winnebago,2020-04-01,13,253,171907,8,NA,NA,0.00664811289160501,NA,2,26,0.0769230769230769,0.0116341975603088,0.151244568284014
55141,County,Wood,2020-04-01,2,177,72999,1,NA,NA,0.00195697397028922,NA,0,12,0,0,0.164385813504295
55,State,WI,2020-04-02,1730,22047,5822434,1023,9757,0.104847801578354,0.0250999594229591,0.239394236646932,180,1678,0.107270560190703,0.0309149060341431,0.288195624029401
55001,County,Adams,2020-04-02,1,41,20220,1,NA,NA,0.00706514059629787,NA,1,2,0.5,0.0494559841740851,0.0989119683481701
55003,County,Ashland,2020-04-02,1,39,15562,1,NA,NA,0.00917987038023023,NA,0,0,NA,0,0
55005,County,Barron,2020-04-02,0,168,45244,0,NA,NA,0,NA,0,9,0,0,0.198921403943064
55007,County,Bayfield,2020-04-02,3,50,15036,2,NA,NA,0.0190020142135066,NA,0,3,0,0,0.19952114924182
55009,County,Brown,2020-04-02,17,302,264542,13,NA,NA,0.0070202193116513,NA,6,36,0.166666666666667,0.022680708545335,0.13608425127201
55011,County,Buffalo,2020-04-02,2,59,13031,2,NA,NA,0.0219257375269961,NA,1,7,0.142857142857143,0.0767400813444862,0.537180569411404
55013,County,Burnett,2020-04-02,0,30,15414,0,NA,NA,0,NA,0,0,NA,0,0
55015,County,Calumet,2020-04-02,3,81,50089,2,NA,NA,0.00570413235868725,NA,1,12,0.0833333333333333,0.0199644632554054,0.239573559064865
55017,County,Chippewa,2020-04-02,11,281,64658,10,NA,NA,0.022094271839083,NA,1,11,0.0909090909090909,0.0154659902873581,0.170125893160939
55019,County,Clark,2020-04-02,6,66,34774,5,NA,NA,0.0205407981332523,NA,1,4,0.25,0.0287571173865532,0.115028469546213
55021,County,Columbia,2020-04-02,15,324,57532,10,NA,NA,0.0248309015603739,NA,2,24,0.0833333333333333,0.0347632621845234,0.417159146214281
55023,County,Crawford,2020-04-02,1,69,16131,1,NA,NA,0.00885606241752792,NA,0,2,0,0,0.123984873845391
55025,County,Dane,2020-04-02,228,4125,546695,114,NA,NA,0.0297893968039113,NA,13,214,0.0607476635514019,0.0237792553434731,0.391443126423326
55027,County,Dodge,2020-04-02,13,273,87839,10,NA,NA,0.0162635210848419,NA,0,19,0,0,0.216304830428397
55029,County,Door,2020-04-02,2,58,27668,2,NA,NA,0.0103265247113736,NA,1,7,0.142857142857143,0.0361428364898077,0.252999855428654
55031,County,Douglas,2020-04-02,6,144,43150,2,NA,NA,0.0066214202946532,NA,0,1,0,0,0.0231749710312862
55033,County,Dunn,2020-04-02,3,235,45368,2,NA,NA,0.00629770511625564,NA,0,6,0,0,0.132251807441368
55035,County,Eau Claire,2020-04-02,14,577,104646,8,NA,NA,0.0109211736985374,NA,2,35,0.0571428571428571,0.0191120539724404,0.334460944517707
55037,County,Florence,2020-04-02,0,2,4295,0,NA,NA,0,NA,0,0,NA,0,0
55039,County,Fond du Lac,2020-04-02,28,441,103403,11,NA,NA,0.0151971274665974,NA,4,50,0.08,0.0386835971877025,0.483544964846281
55041,County,Forest,2020-04-02,0,14,9004,0,NA,NA,0,NA,0,0,NA,0,0
55043,County,Grant,2020-04-02,2,130,51439,1,NA,NA,0.00277721462036865,NA,0,12,0,0,0.233286028110966
55045,County,Green,2020-04-02,7,124,36960,6,NA,NA,0.023191094619666,NA,0,7,0,0,0.189393939393939
55047,County,Green Lake,2020-04-02,0,44,18913,0,NA,NA,0,NA,0,5,0,0,0.264368423835457
55049,County,Iowa,2020-04-02,3,101,23678,0,NA,NA,0,NA,0,7,0,0,0.295633077118
55051,County,Iron,2020-04-02,1,8,5687,1,NA,NA,0.0251199477505087,NA,0,0,NA,0,0
55053,County,Jackson,2020-04-02,2,60,20643,2,NA,NA,0.0138407346661961,NA,0,4,0,0,0.193770285326745
55055,County,Jefferson,2020-04-02,12,261,84769,7,NA,NA,0.0117967653269474,NA,0,23,0,0,0.271325602519789
55057,County,Juneau,2020-04-02,4,115,26687,3,NA,NA,0.0160591834440525,NA,0,15,0,0,0.562071420541837
55059,County,Kenosha,2020-04-02,67,762,169561,48,NA,NA,0.0404405662690292,NA,13,90,0.144444444444444,0.0766685735517012,0.530782432281008
55061,County,Kewaunee,2020-04-02,0,24,20434,0,NA,NA,0,NA,0,5,0,0,0.244690222178722
55063,County,La Crosse,2020-04-02,19,678,118016,7,NA,NA,0.0084734273318872,NA,0,18,0,0,0.15252169197397
55065,County,Lafayette,2020-04-02,0,27,16665,0,NA,NA,0,NA,0,0,NA,0,0
55067,County,Langlade,2020-04-02,0,38,19189,0,NA,NA,0,NA,0,3,0,0,0.156339569545052
55069,County,Lincoln,2020-04-02,0,69,27593,0,NA,NA,0,NA,0,5,0,0,0.181205378175624
55071,County,Manitowoc,2020-04-02,0,93,78981,0,NA,NA,0,NA,0,10,0,0,0.126612729643838
55073,County,Marathon,2020-04-02,8,245,135692,7,NA,NA,0.00736963122365357,NA,3,16,0.1875,0.0221088936709607,0.117914099578457
55075,County,Marinette,2020-04-02,2,59,40350,2,NA,NA,0.00708089927420782,NA,0,5,0,0,0.123915737298637
55077,County,Marquette,2020-04-02,2,58,15574,2,NA,NA,0.0183455943055275,NA,0,2,0,0,0.128419160138693
55078,County,Menominee,2020-04-02,1,5,4556,1,NA,NA,0.0313558259124545,NA,0,0,NA,0,0
55079,County,Milwaukee,2020-04-02,869,5164,945726,522,NA,NA,0.0788509870421545,NA,89,442,0.201357466063348,0.0941075956460962,0.467365812085107
55081,County,Monroe,2020-04-02,3,203,46253,2,NA,NA,0.00617720549400657,NA,1,8,0.125,0.021620219229023,0.172961753832184
55083,County,Oconto,2020-04-02,1,52,37930,1,NA,NA,0.00376633648450153,NA,0,6,0,0,0.158186132349064
